제목,부제목,훈련과정ID,훈련과정순차,훈련기관ID,훈련기관코드,지역코드,훈련시작일자,훈련종료일자,훈련시작_월,훈련종료_월,훈련기간_일,훈련기간_주,훈련기간_월,정원,수강신청인원,수강비,실제훈련비,만족도점수,NCS_코드,훈련대상,훈련구분,주소,전화번호,정원_대비_신청률,1차분류,2차분류,3차분류
직업상담실무-직업심리검사 활용 & 상담사례관리,종로여성인력개발센터,AIG20220000387027,5,500020058490,200400247,11110,2024-07-06,2024-08-03,7,8,28,4.0,0.9,16,15,193800,193800,99.1,7020101,국민내일배움카드(일반),C0061, 종로구,02-765-1326,93.8,,,
"컴퓨터기초활용(윈도우10기초,인터넷&구글,스마트활용)",A1법률 평생교육원,AIG20230000423891,1,500042704638,202300415,11215,2024-07-06,2024-09-07,7,9,63,9.0,2.1,20,0,180000,180000,0.0,2020302,국민내일배움카드(일반),C0061, 광진구,02-6384-4989,0.0,정보통신,,
ERP정보관리사2급(회계+인사)취득과정,하이미디어아카데미인재개발원,AIG20220000388626,9,500020037340,201101542,11110,2024-07-06,2024-09-21,7,9,77,11.0,2.6,22,6,510600,510600,85.0,2020201,국민내일배움카드(일반),C0061, 종로구,02-723-0008,27.3,정보통신,,
"온라인쇼핑몰실무(오픈마켓,스마트스토어)",자리잡자직업전문학교,AIG20230000441417,2,500020019322,200200663,11170,2024-07-06,2024-09-07,7,9,63,9.0,2.1,20,0,337200,377200,0.0,8020104,국민내일배움카드(일반),C0061, 용산구,02-792-8001,0.0,,,
화훼장식기사 국가기술자격증 (필기+실기+도면),안단테꽃예술홍대학원,AIG20230000421683,1,500038911595,202100146,11440,2024-07-06,2024-10-05,7,10,91,13.0,3.0,17,7,938440,1538440,0.0,24010401,국민내일배움카드(일반),C0061, 마포구,02-323-8552,41.2,,,
ITQ(한글),동작여성인력개발센터,AIG20230000438660,1,500020033962,199800097,11590,2024-07-06,2024-09-07,7,9,63,9.0,2.1,18,7,216000,216000,100.0,2020302,국민내일배움카드(일반),C0061, 동작구,02-525-1121,38.9,정보통신,,
소방기술사 1차 취득반 (평가),(주)미동소방학원,AIG20230000440464,3,500033992111,201706262,11560,2024-07-06,2024-11-02,7,11,119,17.0,4.0,30,7,615360,920000,71.4,5020104,국민내일배움카드(일반),C0061, 영등포구,02-2274-0119,23.3,,,
무선설비(산업)기사 실기 취득 양성과정,신성정보통신학원,AIG20230000442152,1,500020049189,200801304,11560,2024-07-07,2024-08-04,7,8,28,4.0,0.9,15,5,258180,300000,95.2,20020102,국민내일배움카드(일반),C0061, 영등포구,02-2679-4201,33.3,정보통신,통신기술,
[우리FIS 아카데미] 클라우드 엔지니어링,대한상공회의소,AIG20230000412885,3,500037517077,202001423,11440,2024-07-08,2024-12-18,7,12,163,23.3,5.4,36,36,0,0,93.8,20010108,K-디지털 트레이닝,C0104, 중구,02-6050-3938,100.0,정보통신,정보기술,정보기술전략·계획
생성형 AI를 활용한 게임 기획자 부트캠프,주식회사경일게임아이티아카데미,AIG20230000455587,1,500020031484,200400746,11740,2024-07-08,2025-02-12,7,2,219,31.3,7.3,50,50,15628800,15628800,93.2,20010202,K-디지털 트레이닝,C0104, 강동구,070-5118-0755,100.0,정보통신,정보기술,정보기술개발
XR 기술을 활용한 게임 개발자 부트캠프,주식회사경일게임아이티아카데미,AIG20230000455590,1,500020031484,200400746,11740,2024-07-08,2025-02-12,7,2,219,31.3,7.3,50,50,15628800,15628800,97.1,20020401,K-디지털 트레이닝,C0104, 강동구,070-5118-0755,100.0,정보통신,통신기술,
[두산로보틱스] 지능형 로보틱스 엔지니어,대한상공회의소,AIG20240000459422,2,500037517077,202001423,11530,2024-07-08,2025-01-02,7,1,178,25.4,5.9,25,19,0,0,74.3,19030803,K-디지털 트레이닝,C0104, 중구,02-6050-3938,76.0,,,
전산회계1급 자격증 취득 이렇게 쉬웠어?,강남 그린컴퓨터아카데미,AIG20230000438316,1,500020046871,201100784,11680,2024-07-08,2024-08-02,7,8,25,3.6,0.8,30,8,393600,393600,100.0,2030201,국민내일배움카드(일반),C0061, 강남구,02-3481-1005,26.7,정보통신,,
의류수선실무초·중·고급과정,실과바늘패션학원,AIG20230000418525,1,500020059510,200900670,11410,2024-07-08,2024-09-06,7,9,60,8.6,2.0,16,14,2038960,2038960,91.6,18030102,국민내일배움카드(일반),C0061, 서대문구,02-322-1292,87.5,,,
컴퓨터활용능력2급&엑셀기초실무(컴활자격증),엠비씨(MBC)아카데미 컴퓨터국비지원교육센터,AIG20220000382202,2,500034282945,201801390,11620,2024-07-08,2024-07-19,7,7,11,1.6,0.4,25,11,234000,234000,85.7,2020302,국민내일배움카드(일반),C0061, 관악구,02-2636-7776,44.0,정보통신,,
"경비지도사 자격증 취득과정(1차,2차)",아세아항공직업전문학교,AIG20230000434264,1,500020020593,200300620,11560,2024-07-08,2024-08-06,7,8,29,4.1,1.0,20,5,1006240,1006240,100.0,11010101,국민내일배움카드(일반),C0061, 영등포구,02-6952-8842,25.0,,,
에어컨설치+에어컨세척,장인직업전문학원,AIG20230000421281,1,500036213194,201902648,11545,2024-07-08,2024-08-07,7,8,30,4.3,1.0,12,2,892800,1440000,92.9,15050202,국민내일배움카드(일반),C0061, 금천구,02-2135-4415,16.7,,,
[우리FIS 아카데미] 클라우드 서비스 개발,대한상공회의소,AIG20230000412883,3,500037517077,202001423,11440,2024-07-08,2024-12-18,7,12,163,23.3,5.4,36,36,0,0,81.8,20010210,K-디지털 트레이닝,C0104, 중구,02-6050-3938,100.0,정보통신,정보기술,정보기술개발
[우리FIS 아카데미] AI 엔지니어링,대한상공회의소,AIG20230000412881,3,500037517077,202001423,11440,2024-07-08,2024-12-18,7,12,163,23.3,5.4,32,30,0,0,82.3,20010209,K-디지털 트레이닝,C0104, 중구,02-6050-3938,93.8,정보통신,정보기술,정보기술개발
"숏폼 영상콘텐츠제작(릴스, 쇼츠, 틱톡)을 위한 포토샵&일러스트&프리미어&애펙",더조은컴퓨터학원,AIG20230000430556,1,500020061827,200701052,11530,2024-07-08,2024-08-22,7,8,45,6.4,1.5,20,10,998400,998400,75.5,8030204,국민내일배움카드(일반),C0061, 구로구,02-838-1689,50.0,,,
(실기)미용장 취득과정,JES미용예술직업전문학교,AIG20230000442079,1,500020020882,200200166,11560,2024-07-08,2024-12-23,7,12,168,24.0,5.6,10,4,1035200,2035200,100.0,12010101,국민내일배움카드(일반),C0061, 영등포구,02-2675-0004,40.0,,,
"멀티미디어(영상디자인, 영상편집, 3D그래픽, 모션그래픽)32",(재)한국아이티교육재단 한국IT아카데미 구로,AIG20230000441604,1,500020016875,200500856,11530,2024-07-08,2024-12-12,7,12,157,22.4,5.2,20,18,5076660,5076660,90.1,8030406,국가기간전략산업직종,C0054, 구로구,02-597-5156,90.0,,,
(디지털컨버전스)임베디드 소프트웨어 융합 풀스택 개발자 양성 과정C,코리아IT아카데미,AIG20230000439899,1,500020038752,201600332,11680,2024-07-08,2024-12-13,7,12,158,22.6,5.3,35,16,6123600,6123600,100.0,20010202,국가기간전략산업직종,C0054, 강남구,02-6952-3609,45.7,정보통신,정보기술,정보기술개발
환경영향평가(수질) 특화과정,한국상하수도협회 부설 평생교육시설,AIG20230000458727,1,500020039763,200900227,11560,2024-07-08,2024-10-04,7,10,88,12.6,2.9,20,19,3485000,3485000,94.1,23010103,국가기간전략산업직종,C0054, 영등포구,02-3156-7871,95.0,,,
AWS와 Azure 기반 하이브리드 멀티클라우드 DevOps,(주)솔데스크,AIG20240000459268,1,500020026366,200902929,11110,2024-07-09,2025-01-06,7,1,181,25.9,6.0,30,27,9113280,9113280,83.1,20010215,K-디지털 트레이닝,C0104, 종로구,02-6901-7038,90.0,정보통신,정보기술,정보기술개발
클라우드기반 AI 서비스 개발자 양성과정,에이아이아카데미학원,AIG20220000366914,5,500020016646,201601626,11680,2024-07-09,2025-01-08,7,1,183,26.1,6.1,30,11,9401180,9401180,95.1,20010202,K-디지털 트레이닝,C0104, 강남구,02-722-1481,36.7,정보통신,정보기술,정보기술개발
한국어교원3급 대비반 (문제풀이),은평여성인력개발센터,AIG20220000374590,2,500020062113,199900385,11380,2024-07-09,2024-07-29,7,7,20,2.9,0.7,20,15,370200,370200,89.3,4020101,국민내일배움카드(일반),C0061, 은평구,02-389-1976,75.0,,,
"ITQ(한글,엑셀,파워포인트)+컴활2급(필기,실기)취득",현대정보컴퓨터학원,AIG20230000424463,1,500020060961,200802242,11470,2024-07-09,2024-08-09,7,8,31,4.4,1.0,10,10,528000,528000,92.9,2020302,국민내일배움카드(일반),C0061, 양천구,02-2696-1291,100.0,정보통신,,
"기초부터 ITQ(한글,파워포인트,엑셀)자격증과정",하이미디어컴퓨터학원,AIG20220000377436,4,500020012631,200601553,11350,2024-07-09,2024-08-16,7,8,38,5.4,1.3,20,16,810000,810000,93.7,2020302,국민내일배움카드(일반),C0061, 노원구,02-6337-0008,80.0,정보통신,,
그래픽기술(GTQ포토샵+GTQ일러스트) 자격증_B,(주)KD아카데미,AIG20230000438328,1,500020062489,200701532,11350,2024-07-09,2024-08-12,7,8,34,4.9,1.1,20,13,624000,624000,89.3,8030204,국민내일배움카드(일반),C0061, 노원구,02-951-0008,65.0,,,
도자기공예기능사취득준비(실기)B,예랑도예학원,AIG20230000443333,3,500020011706,201402479,11710,2024-07-09,2024-09-13,7,9,66,9.4,2.2,10,7,957600,1157600,100.0,22020102,국민내일배움카드(일반),C0061, 송파구,02-421-4224,70.0,,,
남자커트바버링실무과정(이용사심화),강북이용학원,AIG20230000434752,1,500035375496,201805121,11380,2024-07-09,2024-08-06,7,8,28,4.0,0.9,10,5,388200,518200,100.0,12010105,국민내일배움카드(일반),C0061, 은평구,02-384-2444,50.0,,,
"영상편집과 유튜브 크리에이팅(프리미어, 에프터이펙트)",이젠아카데미컴퓨터학원,AIG20230000423644,2,500034162972,201800456,11710,2024-07-09,2024-09-03,7,9,56,8.0,1.9,20,10,337200,337200,0.0,8020104,국민내일배움카드(일반),C0061, 송파구,02-401-5660,50.0,,,
정보시스템-웹 애플리케이션 보안 개발,한국정보기술연구원,AIG20230000458702,1,500020022128,200200168,11530,2024-07-09,2025-01-06,7,1,181,25.9,6.0,25,9,6415200,6415200,57.1,20010202,국가기간전략산업직종,C0054, 구로구,02-869-8301,36.0,정보통신,정보기술,정보기술개발
컴퓨터활용능력 1급 (필기+실기) 자격증 취득과정,그린컴퓨터아트학원,AIG20220000380150,2,500020044990,200701633,11530,2024-07-10,2024-08-06,7,8,27,3.9,0.9,20,11,816000,816000,90.5,2020302,국민내일배움카드(일반),C0061, 구로구,02-2111-2000,55.0,정보통신,,
영상편집(프리미어 기초부터 유튜브 활용)_A,(주)KD아카데미,AIG20230000436142,1,500020062489,200701532,11350,2024-07-10,2024-08-07,7,8,28,4.0,0.9,20,9,219180,219180,100.0,8020104,국민내일배움카드(일반),C0061, 노원구,02-951-0008,45.0,,,
클리퍼(바리깡) 집중커트,국제미용예술직업전문학교,AIG20230000436055,1,500020018954,199900277,11710,2024-07-10,2024-07-24,7,7,14,2.0,0.5,12,8,135870,165870,95.7,12010101,국민내일배움카드(일반),C0061, 송파구,02-416-9121,66.7,,,
요양보호사 자격증 취득과정(신규자) 2,마포요양보호사교육원,AIG20230000427769,1,500041413040,202200736,11440,2024-07-10,2024-09-04,7,9,56,8.0,1.9,40,13,800000,800000,93.4,6010108,국민내일배움카드(일반),C0061, 마포구,02-324-2388,32.5,,,
패션패턴과 의류제작 양성과정,논현한국문화센터평생교육원,AIG20230000435340,1,500020049067,201100376,11650,2024-07-10,2024-10-23,7,10,105,15.0,3.5,10,8,595800,660800,100.0,18020201,국민내일배움카드(일반),C0061, 서초구,02-512-3314,80.0,,,
아이돌봄 인력양성(사회복지/요양/간호조무/청소년지도사 자격소지자),관악여성인력개발센터,AIG20230000458747,1,500020016902,200400578,11620,2024-07-10,2024-07-25,7,7,15,2.1,0.5,25,22,180000,180000,93.5,7030103,국민내일배움카드(일반),C0061, 관악구,02-886-9523,88.0,,,
천연발효빵 실무,한솔요리아카데미 강동,AIG20220000378486,4,500020030731,200601534,11740,2024-07-10,2024-07-31,7,7,21,3.0,0.7,14,4,285600,385600,96.1,21020102,국민내일배움카드(일반),C0061, 강동구,02-472-8400,28.6,,,
AI 서비스 기획 개발 과정,주식회사멋쟁이사자처럼,AIG20240000459336,1,500037933544,202002424,11110,2024-07-10,2025-01-03,7,1,177,25.3,5.9,60,24,16698000,16698000,83.1,20010701,K-디지털 트레이닝,C0104, 종로구,02-6203-7222,40.0,정보통신,정보기술,인공지능
(디지털컨버전스)공공데이터 융합 자바개발자 양성과정A30(15),KH정보교육원 강남지원,AIG20230000437756,1,500020062069,200101019,11680,2024-07-10,2024-12-26,7,12,169,24.1,5.6,30,22,6473520,6473520,63.4,20010202,국가기간전략산업직종,C0054, 강남구,02-1544-9970,73.3,정보통신,정보기술,정보기술개발
(디지털컨버전스)공공데이터 융합 자바개발자 양성과정6,KH정보교육원 당산지원,AIG20230000442144,1,500020057958,201700286,11560,2024-07-10,2024-12-27,7,12,170,24.3,5.7,30,23,6473520,6473520,92.9,20010202,국가기간전략산업직종,C0054, 영등포구,02-6952-2738,76.7,정보통신,정보기술,정보기술개발
(산대특)_LLM을 활용한 클라우드 기반 AI서비스 개발자 과정_육성,코리아아이티(IT)아카데미학원,AIG20243001006052,1,500033820700,201705699,11440,2024-07-11,2025-01-24,7,1,197,28.1,6.6,30,14,8347820,8347820,67.5,20010701,산업구조변화대응,C0102, 마포구,02-313-7300,46.7,정보통신,정보기술,인공지능
바리스타1급자격증,플로리스트파크학원,AIG20230000420092,1,500033349471,201703715,11710,2024-07-11,2024-08-29,7,8,49,7.0,1.6,18,2,400400,400400,95.2,13010203,국민내일배움카드(일반),C0061, 송파구,02-1577-2217,11.1,,,
(기업연계형) AI를 이용한 스마트플랫폼 개발자 양성과정,엠비씨(MBC)아카데미컴퓨터학원 천호점,AIG20230000412607,3,500020054992,200701698,11740,2024-07-11,2025-03-05,7,3,237,33.9,7.9,30,12,11372400,11372400,73.3,20010202,K-디지털 트레이닝,C0104, 강동구,02-479-0654,40.0,정보통신,정보기술,정보기술개발
"[단 10일!!]오후에 하는 유튜브 영상편집(프리미어,에프터이펙트)",강남 그린컴퓨터아카데미,AIG20220000368928,1,500020046871,201100784,11680,2024-07-11,2024-07-24,7,7,13,1.9,0.4,20,14,219180,219180,85.7,8020104,국민내일배움카드(일반),C0061, 강남구,02-3481-1005,70.0,,,
요양보호사 자격취득과정C,서울북부요양보호사교육원,AIG20230000425580,1,500020045123,200801862,11305,2024-07-12,2024-09-06,7,9,56,8.0,1.9,40,20,899200,899200,96.4,6010108,국민내일배움카드(일반),C0061, 강북구,02-907-4138,50.0,,,
케익데코마스터 2급 실기,한솔요리아카데미 강동,AIG20220000381747,3,500020030731,200601534,11740,2024-07-12,2024-07-30,7,7,18,2.6,0.6,14,7,265200,335200,94.9,21020101,국민내일배움카드(일반),C0061, 강동구,02-472-8400,50.0,,,
한식조리기능사(이론 및 실기) 및 한식실무과정 ,에듀셰프요리학원,AIG20220000371673,3,500020030494,200300296,11380,2024-07-12,2024-09-11,7,9,61,8.7,2.0,20,3,1048800,1048800,98.4,13010101,국민내일배움카드(일반),C0061, 은평구,02-386-6550,15.0,,,
VR을 활용한 실감형 콘텐츠 제작자 양성과정,엠비씨(MBC)아카데미 컴퓨터교육센터 화곡점,AIG20240000459278,1,500020044103,200701729,11500,2024-07-12,2025-01-08,7,1,180,25.7,6.0,30,26,9113280,9113280,60.9,8020112,K-디지털 트레이닝,C0104, 강서구,02-2675-1750,86.7,,,
네이버스마트스토어 쇼핑몰 운영실무,서대문여성인력개발센터,AIG20220000388523,4,500020060396,199800138,11410,2024-07-12,2024-08-02,7,8,21,3.0,0.7,15,10,207300,207300,91.8,10030102,국민내일배움카드(일반),C0061, 서대문구,02-332-8661,66.7,,,
밑반찬 조리 실무,노원여성인력개발센터,AIG20230000427832,1,500020036948,200602061,11350,2024-07-12,2024-10-25,7,10,105,15.0,3.5,12,6,296400,346400,0.0,13010101,국민내일배움카드(일반),C0061, 노원구,02-951-0187,50.0,,,
[과정평가형]실내인테리어시공실무를 위한 건축목공산업기사취득과정B,한국건설직업전문학교,AIG20230000457772,1,500034035416,201706379,11545,2024-07-12,2024-11-27,7,11,138,19.7,4.6,25,21,5377500,5377500,100.0,14030201,과정평가형훈련,C0055C, 금천구,02-2675-1710,84.0,,,
소방기술사 취득반 (심화),(주)미동소방학원,AIG20230000440623,2,500033992111,201706262,11560,2024-07-13,2024-11-09,7,11,119,17.0,4.0,44,24,615360,920000,100.0,5020104,국민내일배움카드(일반),C0061, 영등포구,02-2274-0119,54.5,,,
소방시설관리사 2차 실기(점검실무-모의고사),모아소방전기학원,AIG20230000428408,1,500020011194,201402404,11560,2024-07-13,2024-08-31,7,8,49,7.0,1.6,55,51,320500,510000,92.0,5020104,국민내일배움카드(일반),C0061, 영등포구,02-2068-2851,92.7,,,
소방시설관리사 2차 실기(설계시공-모의고사),모아소방전기학원,AIG20230000428414,1,500020011194,201402404,11560,2024-07-13,2024-08-31,7,8,49,7.0,1.6,55,37,320500,510000,91.0,5020104,국민내일배움카드(일반),C0061, 영등포구,02-2068-2851,67.3,,,
전기기능사 실기 속성 B과정,주식회사대양전기직업전문학교,AIG20230000424197,1,500020050382,200900646,11320,2024-07-13,2024-08-24,7,8,42,6.0,1.4,20,6,287700,287700,96.4,19010803,국민내일배움카드(일반),C0061, 도봉구,02-907-7114,30.0,,,
실내건축(산업)기사 실기_A,이젠아카데미DX교육센터,AIG20220000381696,8,500020017427,200701876,11650,2024-07-13,2024-08-17,7,8,35,5.0,1.2,15,12,219180,219180,84.1,8020107,국민내일배움카드(일반),C0061, 서초구,02-532-6500,80.0,,,
커피로스팅 양성과정 (로스트마스터 자격증취득),서울커피직업전문학원,AIG20230000428819,1,500041258533,202200281,11620,2024-07-13,2024-08-18,7,8,36,5.1,1.2,12,0,462000,555000,0.0,13010203,국민내일배움카드(일반),C0061, 관악구,02-3280-7335,0.0,,,
자바(Java) 프로그래밍,경영기술개발원교육센터주식회사,AIG20230000450392,1,500020040091,201001530,11530,2024-07-13,2024-08-17,7,8,35,5.0,1.2,20,2,238320,238320,100.0,20010202,국민내일배움카드(일반),C0061, 구로구,02-1661-1429,10.0,정보통신,정보기술,정보기술개발
국가기술자격증 화훼장식 산업기사 향상과정,혜인즈블라썸플로리스트화훼학원,AIG20230000440206,1,500020056776,201700420,11680,2024-07-13,2024-10-12,7,10,91,13.0,3.0,12,6,670320,770320,91.4,24010401,국민내일배움카드(일반),C0061, 강남구,02-540-5436,50.0,,,
